IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.25.118.145,4,1,0.75,184.98,0.00
104.20.106.144,4,1,0.75,185.07,0.00
172.65.53.116,4,1,0.75,185.09,0.00
104.25.64.81,4,1,0.75,185.11,0.00
104.24.140.179,4,1,0.75,185.11,0.00
172.65.171.45,4,1,0.75,185.13,0.00
104.18.201.26,4,1,0.75,185.17,0.00
104.24.83.162,4,1,0.75,185.19,0.00
104.24.245.88,4,1,0.75,185.19,0.00
104.22.32.95,4,1,0.75,185.20,0.00
104.22.8.117,4,1,0.75,185.23,0.00
172.66.174.189,4,1,0.75,185.23,0.00
172.67.101.34,4,1,0.75,185.30,0.00
172.67.127.144,4,1,0.75,185.32,0.00
104.20.128.104,4,1,0.75,185.38,0.00
104.16.191.99,4,1,0.75,185.41,0.00
104.17.45.11,4,1,0.75,185.41,0.00
104.20.104.55,4,1,0.75,185.60,0.00
172.65.107.219,4,1,0.75,185.62,0.00
104.25.136.9,4,1,0.75,185.62,0.00
104.16.164.127,4,1,0.75,185.64,0.00
104.27.202.157,4,1,0.75,185.65,0.00
172.66.134.6,4,1,0.75,185.67,0.00
104.20.234.95,4,1,0.75,185.77,0.00
172.65.106.70,4,1,0.75,185.79,0.00
104.21.62.225,4,1,0.75,185.94,0.00
104.16.232.61,4,1,0.75,185.99,0.00
104.24.21.42,4,1,0.75,186.09,0.00
104.25.133.26,4,1,0.75,186.14,0.00
104.20.47.134,4,1,0.75,186.17,0.00
172.66.151.84,4,1,0.75,186.23,0.00
172.64.149.99,4,1,0.75,186.44,0.00
104.27.59.61,4,1,0.75,186.53,0.00
172.67.103.158,4,1,0.75,186.59,0.00
104.25.151.141,4,1,0.75,186.60,0.00
104.25.66.202,4,1,0.75,186.65,0.00
104.22.2.70,4,1,0.75,186.73,0.00
104.27.118.192,4,1,0.75,186.77,0.00
104.25.156.20,4,1,0.75,186.78,0.00
104.24.213.107,4,1,0.75,186.79,0.00
104.20.91.165,4,1,0.75,186.80,0.00
104.25.113.58,4,1,0.75,186.80,0.00
172.64.148.234,4,1,0.75,186.96,0.00
104.18.202.5,4,1,0.75,186.96,0.00
172.67.230.10,4,1,0.75,187.16,0.00
104.20.170.178,4,1,0.75,187.19,0.00
104.19.83.211,4,1,0.75,187.21,0.00
104.25.69.37,4,1,0.75,187.27,0.00
104.21.38.147,4,1,0.75,187.50,0.00
104.27.52.58,4,1,0.75,187.68,0.00
172.66.202.216,4,1,0.75,187.71,0.00
104.20.168.240,4,1,0.75,187.72,0.00
104.25.230.242,4,1,0.75,187.73,0.00
172.66.166.59,4,1,0.75,187.77,0.00
172.65.167.163,4,1,0.75,187.85,0.00
104.24.84.32,4,1,0.75,187.95,0.00
104.25.84.145,4,1,0.75,188.14,0.00
104.24.211.237,4,1,0.75,188.14,0.00
172.65.89.217,4,1,0.75,188.15,0.00
172.66.204.234,4,1,0.75,188.23,0.00
172.67.121.231,4,1,0.75,188.26,0.00
104.27.61.159,4,1,0.75,188.29,0.00
172.65.84.236,4,1,0.75,188.31,0.00
104.16.208.106,4,1,0.75,188.65,0.00
172.67.229.64,4,1,0.75,188.68,0.00
162.159.195.17,4,1,0.75,188.86,0.00
104.19.106.196,4,1,0.75,188.92,0.00
104.19.105.77,4,1,0.75,188.92,0.00
172.67.185.117,4,1,0.75,188.96,0.00
104.25.60.166,4,1,0.75,189.04,0.00
104.20.33.228,4,1,0.75,189.10,0.00
172.65.108.167,4,1,0.75,189.15,0.00
104.16.218.144,4,1,0.75,189.15,0.00
172.65.101.229,4,1,0.75,189.19,0.00
104.25.0.225,4,1,0.75,189.42,0.00
104.19.90.154,4,1,0.75,189.44,0.00
172.66.154.223,4,1,0.75,189.45,0.00
172.65.172.42,4,1,0.75,189.54,0.00
104.25.120.252,4,1,0.75,189.55,0.00
104.25.126.89,4,1,0.75,189.55,0.00
104.24.253.14,4,1,0.75,189.55,0.00
104.25.228.151,4,1,0.75,189.59,0.00
172.67.178.72,4,1,0.75,189.66,0.00
172.67.196.172,4,1,0.75,189.69,0.00
104.25.71.63,4,1,0.75,189.93,0.00
104.25.224.244,4,1,0.75,189.93,0.00
104.25.125.18,4,1,0.75,190.11,0.00
104.25.58.95,4,1,0.75,190.11,0.00
104.21.7.53,4,1,0.75,190.24,0.00
104.22.69.190,4,1,0.75,190.37,0.00
104.22.70.60,4,1,0.75,190.37,0.00
172.67.184.202,4,1,0.75,190.39,0.00
172.65.94.115,4,1,0.75,190.61,0.00
104.20.35.221,4,1,0.75,190.72,0.00
104.17.81.28,4,1,0.75,190.73,0.00
172.65.254.101,4,1,0.75,190.76,0.00
104.16.237.35,4,1,0.75,190.80,0.00
104.17.6.25,4,1,0.75,190.80,0.00
172.66.167.112,4,1,0.75,190.84,0.00
172.65.105.6,4,1,0.75,190.86,0.00
104.25.3.170,4,1,0.75,190.89,0.00
172.67.195.106,4,1,0.75,190.90,0.00
104.27.126.121,4,1,0.75,190.92,0.00
172.66.152.108,4,1,0.75,190.99,0.00
104.17.40.82,4,1,0.75,191.03,0.00
172.66.206.53,4,1,0.75,191.08,0.00
104.25.129.36,4,1,0.75,191.13,0.00
172.65.255.234,4,1,0.75,191.20,0.00
104.24.7.245,4,1,0.75,191.29,0.00
104.25.132.156,4,1,0.75,191.41,0.00
104.27.2.98,4,1,0.75,191.59,0.00
104.19.77.107,4,1,0.75,191.69,0.00
172.66.155.228,4,1,0.75,191.69,0.00
104.16.231.141,4,1,0.75,191.81,0.00
104.25.92.32,4,1,0.75,191.86,0.00
104.20.107.213,4,1,0.75,191.88,0.00
104.25.124.7,4,1,0.75,191.99,0.00
104.27.64.96,4,1,0.75,192.05,0.00
172.65.243.133,4,1,0.75,192.06,0.00
104.21.124.117,4,1,0.75,192.16,0.00
104.25.127.122,4,1,0.75,192.17,0.00
198.41.211.159,4,1,0.75,192.24,0.00
104.25.148.188,4,1,0.75,192.37,0.00
172.67.36.15,4,1,0.75,192.38,0.00
104.16.173.155,4,1,0.75,192.43,0.00
172.65.93.49,4,1,0.75,192.44,0.00
104.25.225.206,4,1,0.75,192.46,0.00
104.25.138.114,4,1,0.75,192.48,0.00
104.25.68.161,4,1,0.75,192.48,0.00
104.25.65.81,4,1,0.75,192.48,0.00
104.24.4.72,4,1,0.75,192.54,0.00
104.22.46.67,4,1,0.75,192.58,0.00
172.66.153.111,4,1,0.75,192.95,0.00
104.21.6.43,4,1,0.75,193.04,0.00
172.65.22.129,4,1,0.75,193.07,0.00
104.27.207.203,4,1,0.75,193.30,0.00
104.17.37.8,4,1,0.75,194.15,0.00
104.17.47.97,4,1,0.75,194.43,0.00
104.21.204.226,4,1,0.75,194.54,0.00
172.67.117.127,4,1,0.75,194.62,0.00
172.66.163.12,4,1,0.75,194.63,0.00
172.64.230.20,4,1,0.75,194.69,0.00
104.18.197.50,4,1,0.75,195.00,0.00
104.19.91.166,4,1,0.75,195.05,0.00
104.25.1.183,4,1,0.75,195.96,0.00
104.25.219.207,4,1,0.75,195.96,0.00
104.16.171.210,4,1,0.75,196.33,0.00
172.67.202.22,4,1,0.75,196.58,0.00
104.27.58.226,4,1,0.75,196.69,0.00
104.19.134.53,4,1,0.75,196.85,0.00
104.27.193.149,4,1,0.75,196.90,0.00
104.25.128.244,4,1,0.75,196.91,0.00
104.25.131.222,4,1,0.75,197.42,0.00
104.19.247.36,4,1,0.75,197.74,0.00
104.16.74.85,4,1,0.75,197.92,0.00
104.25.122.56,4,1,0.75,198.01,0.00
104.23.138.77,4,1,0.75,198.63,0.00
104.21.37.27,4,1,0.75,198.85,0.00
104.27.200.106,4,1,0.75,199.80,0.00
104.25.135.142,4,1,0.75,200.15,0.00
104.16.170.51,4,1,0.75,200.32,0.00
104.19.131.253,4,1,0.75,200.36,0.00
104.27.196.239,4,1,0.75,201.12,0.00
104.27.197.39,4,1,0.75,201.12,0.00
104.17.32.6,4,1,0.75,201.65,0.00
104.22.11.46,4,1,0.75,202.63,0.00
104.19.243.24,4,1,0.75,202.63,0.00
104.17.7.242,4,1,0.75,203.71,0.00
104.27.201.186,4,1,0.75,203.85,0.00
104.18.156.135,4,1,0.75,204.19,0.00
104.16.212.202,4,1,0.75,206.29,0.00
104.27.195.226,4,1,0.75,206.32,0.00
104.17.79.128,4,1,0.75,206.79,0.00
104.16.163.100,4,1,0.75,206.79,0.00
104.16.234.144,4,1,0.75,207.33,0.00
104.22.4.226,4,1,0.75,207.63,0.00
104.17.0.10,4,1,0.75,208.51,0.00
104.17.33.102,4,1,0.75,208.91,0.00
104.17.5.70,4,1,0.75,209.65,0.00
104.16.223.197,4,1,0.75,210.44,0.00
104.16.233.117,4,1,0.75,211.64,0.00
104.17.12.93,4,1,0.75,212.17,0.00
104.16.183.123,4,1,0.75,212.84,0.00
104.22.3.62,4,1,0.75,215.24,0.00
104.27.192.211,4,1,0.75,216.77,0.00
104.27.204.165,4,1,0.75,219.25,0.00
104.27.205.48,4,1,0.75,224.32,0.00
104.24.233.51,4,1,0.75,228.36,0.00
104.16.104.0,4,1,0.75,231.49,0.00
172.67.132.125,4,1,0.75,232.99,0.00
172.67.141.107,4,1,0.75,233.63,0.00
172.67.131.28,4,1,0.75,234.00,0.00
104.16.106.185,4,1,0.75,234.07,0.00
162.159.130.128,4,1,0.75,236.33,0.00
104.19.239.229,4,1,0.75,236.64,0.00
172.67.133.122,4,1,0.75,236.69,0.00
172.65.189.54,4,1,0.75,236.99,0.00
172.67.130.67,4,1,0.75,237.07,0.00
104.19.229.57,4,1,0.75,238.95,0.00
172.65.181.220,4,1,0.75,240.15,0.00
104.19.231.189,4,1,0.75,240.18,0.00
172.67.139.162,4,1,0.75,240.24,0.00
104.19.227.115,4,1,0.75,240.69,0.00
172.65.184.193,4,1,0.75,240.72,0.00
162.159.137.236,4,1,0.75,240.95,0.00
172.67.138.76,4,1,0.75,241.21,0.00
172.65.183.112,4,1,0.75,241.50,0.00
104.19.224.176,4,1,0.75,242.60,0.00
172.67.128.160,4,1,0.75,242.90,0.00
104.19.232.130,4,1,0.75,243.14,0.00
104.19.233.206,4,1,0.75,243.19,0.00
172.65.176.153,4,1,0.75,243.34,0.00
172.67.137.183,4,1,0.75,243.84,0.00
104.19.235.158,4,1,0.75,244.14,0.00
162.159.152.152,4,1,0.75,244.99,0.00
162.159.142.108,4,1,0.75,244.99,0.00
104.19.226.164,4,1,0.75,245.38,0.00
104.20.60.117,4,1,0.75,247.03,0.00
104.20.49.233,4,1,0.75,247.03,0.00
172.64.132.204,4,1,0.75,261.97,0.00
172.64.195.118,4,1,0.75,265.52,0.00
172.64.202.39,4,1,0.75,265.84,0.00
172.64.129.148,4,1,0.75,267.76,0.00
172.64.106.40,4,1,0.75,269.03,0.00
172.64.130.23,4,1,0.75,269.55,0.00
172.64.194.181,4,1,0.75,271.84,0.00
172.64.128.243,4,1,0.75,272.77,0.00
172.64.197.247,4,1,0.75,275.45,0.00
104.27.203.60,4,1,0.75,299.01,0.00
172.64.162.115,4,1,0.75,299.09,0.00
172.64.204.97,4,1,0.75,299.14,0.00
172.64.206.29,4,1,0.75,301.28,0.00
172.64.103.36,4,1,0.75,305.49,0.00
172.64.104.206,4,1,0.75,306.34,0.00
172.64.175.169,4,1,0.75,309.61,0.00
172.64.109.121,4,1,0.75,309.82,0.00
172.64.101.121,4,1,0.75,310.78,0.00
172.64.99.214,4,1,0.75,311.39,0.00
172.64.111.207,4,1,0.75,311.88,0.00
172.64.110.127,4,1,0.75,311.95,0.00
172.64.108.2,4,1,0.75,313.31,0.00
172.64.203.67,4,1,0.75,313.97,0.00
172.64.105.108,4,1,0.75,314.54,0.00
172.64.107.184,4,1,0.75,314.55,0.00
104.27.206.194,4,1,0.75,315.43,0.00
172.64.207.67,4,1,0.75,315.51,0.00
172.64.102.190,4,1,0.75,315.82,0.00
172.64.98.196,4,1,0.75,315.82,0.00
172.64.193.168,4,1,0.75,319.05,0.00
172.64.201.202,4,1,0.75,320.76,0.00
104.23.131.28,4,1,0.75,338.93,0.00
104.27.199.22,4,1,0.75,368.20,0.00
172.67.214.100,4,1,0.75,399.97,0.00
172.67.207.184,4,1,0.75,548.43,0.00
172.67.218.129,4,1,0.75,718.21,0.00
172.67.212.70,4,1,0.75,735.34,0.00
172.67.213.85,4,1,0.75,735.34,0.00
172.67.216.165,4,1,0.75,736.88,0.00
172.67.220.153,4,1,0.75,738.50,0.00
172.67.211.48,4,1,0.75,739.52,0.00
172.67.217.216,4,1,0.75,740.58,0.00
172.67.222.143,4,1,0.75,747.73,0.00
172.67.227.115,4,1,0.75,750.16,0.00
172.67.210.42,4,1,0.75,753.40,0.00
172.67.149.155,4,1,0.75,756.64,0.00
172.67.223.33,4,1,0.75,757.55,0.00
172.67.219.120,4,1,0.75,759.39,0.00
172.67.151.104,4,1,0.75,760.13,0.00
172.67.153.220,4,1,0.75,761.74,0.00
172.67.152.210,4,1,0.75,771.68,0.00
172.67.233.155,4,1,0.75,791.60,0.00
